ccode;country;year;imports;exports;alt_imports;alt_exports;source1;source2;version
100;Colombia;1881;25.48;19.9;-9;-9;2;2;3
100;Colombia;1882;25.81;17.08;-9;-9;2;2;3
100;Colombia;1883;25.96;14.03;-9;-9;2;2;3
100;Colombia;1884;24.38;10.21;-9;-9;2;2;3
100;Colombia;1885;15.45;7;-9;-9;2;2;3
100;Colombia;1886;20.29;8.64;-9;-9;2;2;3
100;Colombia;1887;24.77;11.23;-9;-9;2;2;3
100;Colombia;1888;25.24;9.86;-9;-9;2;2;3
100;Colombia;1889;21.01;8.91;-9;-9;2;2;3
100;Colombia;1890;24.09;11.71;-9;-9;2;2;3
100;Colombia;1891;23.08;17.43;-9;-9;2;2;3
100;Colombia;1892;18.96;9.29;-9;-9;2;2;3
100;Colombia;1893;20.01;10.68;-9;-9;2;2;3
100;Colombia;1894;15.8;9.99;-9;-9;2;2;3
100;Colombia;1895;17.36;10.24;-9;-9;2;2;3
100;Colombia;1896;22.34;12.68;-9;-9;2;2;3
100;Colombia;1897;21.56;11.6;-9;-9;2;2;3
100;Colombia;1898;15.59;12.61;-9;-9;2;2;3
100;Colombia;1899;13.2;12.33;-9;-9;2;2;3
100;Colombia;1900;95.42;8.77;-9;-9;2;2;3
100;Colombia;1901;15.13;8.96;-9;-9;2;2;3
100;Colombia;1902;12.09;7.83;-9;-9;2;2;3
100;Colombia;1903;17.68;10.14;-9;-9;2;2;3
100;Colombia;1904;21.81;16.16;-9;-9;2;2;3
100;Colombia;1905;14.72;12.66;-9;-9;2;2;3
100;Colombia;1906;16.44;13.49;-9;-9;2;2;3
100;Colombia;1907;17.57;13.03;-9;-9;2;2;3
100;Colombia;1908;17.27;11.91;-9;-9;2;2;3
100;Colombia;1909;16.59;14.13;-9;-9;2;2;3
100;Colombia;1910;17.14;14.18;-9;-9;2;2;3
100;Colombia;1911;17.77;18.16;-9;-9;2;2;3
100;Colombia;1912;23.63;25.2;-9;-9;2;2;3
100;Colombia;1913;26.6;33.82;-9;-9;2;2;3
100;Colombia;1914;20.41;31.75;-9;-9;2;2;3
100;Colombia;1915;17.26;30.56;-9;-9;2;2;3
100;Colombia;1916;27.53;30.13;-9;-9;2;2;3
100;Colombia;1917;23.43;20.84;-9;-9;2;2;3
100;Colombia;1918;20.97;35.91;-9;-9;2;2;3
100;Colombia;1919;37.63;76.97;-9;-9;2;2;3
100;Colombia;1920;98.69;69.12;-9;-9;2;2;3
100;Colombia;1921;32.19;61.36;-9;-9;2;2;3
100;Colombia;1922;37.83;47.55;-9;-9;2;2;3
100;Colombia;1923;59.58;58.75;-9;-9;2;2;3
100;Colombia;1924;54.75;84.87;-9;-9;2;2;3
100;Colombia;1925;87.89;83.96;-9;-9;2;2;3
100;Colombia;1926;109.16;110.17;-9;-9;2;2;3
100;Colombia;1927;123.28;106.85;-9;-9;2;2;3
100;Colombia;1928;145.57;130.93;-9;-9;2;2;3
100;Colombia;1929;122.7;123.18;-9;-9;2;2;3
100;Colombia;1930;60.54;109.22;-9;-9;2;2;3
100;Colombia;1931;39.71;95.08;-9;-9;2;2;3
100;Colombia;1932;29.33;67.17;-9;-9;2;2;3
100;Colombia;1933;47.28;69.86;-9;-9;2;2;3
100;Colombia;1934;83.38;145.14;-9;-9;2;2;3
100;Colombia;1935;60;70;-9;-9;2;2;3
100;Colombia;1936;64.17;84.26;-9;-9;2;2;3
100;Colombia;1937;94.79;102.9;-9;-9;2;2;3
100;Colombia;1938;89;81;-9;-9;2;2;3
100;Colombia;1939;104.69;77.9;-9;-9;2;2;3
100;Colombia;1940;84.5;71.37;-9;-9;2;2;3
100;Colombia;1941;97.07;76.51;-9;-9;2;2;3
100;Colombia;1942;59.95;97.64;-9;-9;2;2;3
100;Colombia;1943;83.93;125.04;-9;-9;2;2;3
100;Colombia;1944;99.92;129.61;-9;-9;2;2;3
100;Colombia;1945;160.45;140.46;-9;-9;2;2;3
100;Colombia;1946;230.1;200.89;-9;-9;2;2;3
100;Colombia;1947;364.89;255;-9;-9;2;2;3
100;Colombia;1948;334.8;287.6;-9;-9;1;1;3
100;Colombia;1949;261.8;319.7;-9;-9;1;1;3
100;Colombia;1950;361.7;394.3;-9;-9;1;1;3
100;Colombia;1951;414.9;457.4;-9;-9;1;1;3
100;Colombia;1952;412.7;472.1;-9;-9;1;1;3
100;Colombia;1953;543.5;594.7;-9;-9;1;1;3
100;Colombia;1954;671.2;656.6;-9;-9;1;1;3
100;Colombia;1955;667.3;583.4;-9;-9;1;1;3
100;Colombia;1956;656.6;599.2;-9;-9;1;1;3
100;Colombia;1957;481.9;510.9;-9;-9;1;1;3
100;Colombia;1958;399.6;458.2;-9;-9;1;1;3
100;Colombia;1959;413.9;466;-9;-9;1;1;3
100;Colombia;1960;513.1;465.1;-9;-9;1;1;3
100;Colombia;1961;538.4;434.8;-9;-9;1;1;3
100;Colombia;1962;535.4;463.6;-9;-9;1;1;3
100;Colombia;1963;500;446.6;-9;-9;1;1;3
100;Colombia;1964;585.3;548.1;-9;-9;1;1;3
100;Colombia;1965;452.1;538.8;-9;-9;1;1;3
100;Colombia;1966;674.4;507.7;-9;-9;1;1;3
100;Colombia;1967;496.6;509.9;-9;-9;1;1;3
100;Colombia;1968;644.36;562.9;-9;-9;1;1;3
100;Colombia;1969;685.53;610.33;-9;-9;1;1;3
100;Colombia;1970;844.03;728.67;-9;-9;1;1;3
100;Colombia;1971;929.47;689.12;-9;-9;1;1;3
100;Colombia;1972;858.97;863.47;-9;-9;1;1;3
100;Colombia;1973;1062.36;1173.52;-9;-9;1;1;3
100;Colombia;1974;1597.2;1412.57;-9;-9;1;1;3
100;Colombia;1975;1494.78;1469.51;-9;-9;1;1;3
100;Colombia;1976;1707.95;1745.09;-9;-9;1;1;3
100;Colombia;1977;2027.83;2426.64;-9;-9;1;1;3
100;Colombia;1978;2836.29;3038.3;-9;-9;1;1;3
100;Colombia;1979;3233.14;3325.36;-9;-9;1;1;3
100;Colombia;1980;4662.58;3945.03;-9;-9;1;1;3
100;Colombia;1981;5199.2;2956.42;-9;-9;1;1;3
100;Colombia;1982;5477.7;3094.96;-9;-9;1;1;3
100;Colombia;1983;4968.05;3080.78;-9;-9;1;1;3
100;Colombia;1984;4492.44;3482.83;-9;-9;1;1;3
100;Colombia;1985;4130.71;3551.81;-9;-9;1;1;3
100;Colombia;1986;3930.62;5107.89;-9;-9;1;1;3
100;Colombia;1987;4227.33;5024.77;-9;-9;1;1;3
100;Colombia;1988;5065.43;5026.14;-9;-9;1;1;3
100;Colombia;1989;5010.49;5739.44;-9;-9;1;1;3
100;Colombia;1990;5589.41;6753.56;-9;-9;1;1;3
100;Colombia;1991;4955.16;7244.58;-9;-9;1;1;3
100;Colombia;1992;6693.42;7065.73;-9;-9;1;1;3
100;Colombia;1993;9809.51;7453.52;-9;-9;1;1;3
100;Colombia;1994;11942.8;9038.09;-9;-9;1;1;3
100;Colombia;1995;13859.4;9858.97;-9;-9;1;1;3
100;Colombia;1996;14355.8;10437.1;-9;-9;1;1;3
100;Colombia;1997;15376.9;11554.5;-9;-9;1;1;3
100;Colombia;1998;14678.2;10873.3;-9;-9;1;1;3
100;Colombia;1999;10659.5;11623.7;-9;-9;1;1;3
100;Colombia;2000;11320.2;13164.2;-9;-9;1;1;3
100;Colombia;2001;12820.4;12307.1;-9;-9;1;1;3
100;Colombia;2002;12695.3;12098.9;-9;-9;1;1;3
100;Colombia;2003;14155.2;13128.5;-9;-9;1;1;3
100;Colombia;2004;17032.5;16788.3;-9;-9;1;1;3
100;Colombia;2005;21202.3;21190.3;-9;-9;1;1;3
100;Colombia;2006;26389.9;25205.9;-9;-9;1;1;3
100;Colombia;2007;32898.7;29991.7;-9;-9;2;2;3
100;Colombia;2008;39669;37626.1;-9;-9;2;2;3
100;Colombia;2009;32897.9;32853.3;-9;-9;2;2;3
101;Venezuela;1870;4.45;10.64;-9;-9;2;2;3
101;Venezuela;1871;7.74;11.61;-9;-9;2;2;3
101;Venezuela;1872;8.9;13.54;-9;-9;2;2;3
101;Venezuela;1873;5.22;14.32;-9;-9;2;2;3
101;Venezuela;1874;10.29;16.89;-9;-9;2;2;3
101;Venezuela;1875;14.56;15.72;-9;-9;2;2;3
101;Venezuela;1876;14.17;13.78;-9;-9;2;2;3
101;Venezuela;1877;12.62;14.56;-9;-9;2;2;3
101;Venezuela;1878;8.09;11.17;-9;-9;2;2;3
101;Venezuela;1879;9.42;10;-9;-9;2;2;3
101;Venezuela;1880;15.72;17.45;-9;-9;2;2;3
101;Venezuela;1881;16.07;18.03;-9;-9;2;2;3
101;Venezuela;1882;16.44;18.62;-9;-9;2;2;3
101;Venezuela;1883;16.79;19.2;-9;-9;2;2;3
101;Venezuela;1884;16.57;18.69;-9;-9;2;2;3
101;Venezuela;1885;15.47;17.93;-9;-9;2;2;3
101;Venezuela;1886;14.8;17.29;-9;-9;2;2;3
101;Venezuela;1887;14.14;16.65;-9;-9;2;2;3
101;Venezuela;1888;15.14;17.25;-9;-9;2;2;3
101;Venezuela;1889;15.55;18.62;-9;-9;2;2;3
101;Venezuela;1890;12.75;22.83;-9;-9;2;2;3
101;Venezuela;1891;13.48;19.93;-9;-9;2;2;3
101;Venezuela;1892;10.12;16.99;-9;-9;2;2;3
101;Venezuela;1893;14.06;20.8;-9;-9;2;2;3
101;Venezuela;1894;11.91;19.03;-9;-9;2;2;3
101;Venezuela;1895;11.79;21.46;-9;-9;2;2;3
101;Venezuela;1896;13.34;17.98;-9;-9;2;2;3
101;Venezuela;1897;8.43;14.18;-9;-9;2;2;3
101;Venezuela;1898;13.74;17.75;-9;-9;2;2;3
101;Venezuela;1899;10.31;14.9;-9;-9;2;2;3
101;Venezuela;1900;10.5;15.09;-9;-9;2;2;3
101;Venezuela;1901;10.69;15.28;-9;-9;2;2;3
101;Venezuela;1902;5.39;7.6;-9;-9;2;2;3
101;Venezuela;1903;5.36;7.66;-9;-9;2;2;3
101;Venezuela;1904;11.39;15.63;-9;-9;2;2;3
101;Venezuela;1905;8.74;15.76;-9;-9;2;2;3
101;Venezuela;1906;8.78;15.81;-9;-9;2;2;3
101;Venezuela;1907;10.17;15.84;-9;-9;2;2;3
101;Venezuela;1908;10.62;15.34;-9;-9;2;2;3
101;Venezuela;1909;9.53;16.15;-9;-9;2;2;3
101;Venezuela;1910;12.64;18.32;-9;-9;2;2;3
101;Venezuela;1911;18.48;22.18;-9;-9;2;2;3
101;Venezuela;1912;20.88;24.2;-9;-9;2;2;3
101;Venezuela;1913;18.25;29.84;-9;-9;2;2;3
101;Venezuela;1914;11.36;19.96;-9;-9;2;2;3
101;Venezuela;1915;17.14;24.16;-9;-9;2;2;3
101;Venezuela;1916;25.3;22.82;-9;-9;2;2;3
101;Venezuela;1917;16.1;18.66;-9;-9;2;2;3
101;Venezuela;1918;24.95;46.28;-9;-9;2;2;3
101;Venezuela;1919;25.53;47.34;-9;-9;2;2;3
101;Venezuela;1920;60.81;32.94;-9;-9;2;2;3
101;Venezuela;1921;18.52;24.5;-9;-9;2;2;3
101;Venezuela;1922;17.49;23.27;-9;-9;2;2;3
101;Venezuela;1923;27.96;27.96;-9;-9;2;2;3
101;Venezuela;1924;36.98;40.62;-9;-9;2;2;3
101;Venezuela;1925;52.74;62.94;-9;-9;2;2;3
101;Venezuela;1926;77.78;75.65;-9;-9;2;2;3
101;Venezuela;1927;68.42;83.86;-9;-9;2;2;3
101;Venezuela;1928;73.72;115.96;-9;-9;2;2;3
101;Venezuela;1929;85.49;149.38;-9;-9;2;2;3
101;Venezuela;1930;70.23;147.16;-9;-9;2;2;3
101;Venezuela;1931;38.29;118.21;-9;-9;2;2;3
101;Venezuela;1932;22.94;99.89;-9;-9;2;2;3
101;Venezuela;1933;22.87;52.15;-9;-9;2;2;3
101;Venezuela;1934;30.86;97.53;-9;-9;2;2;3
101;Venezuela;1935;42;182;-9;-9;2;2;3
101;Venezuela;1936;54.58;149.86;-9;-9;2;2;3
101;Venezuela;1937;77.15;152.02;-9;-9;2;2;3
101;Venezuela;1938;96;269;-9;-9;2;2;3
101;Venezuela;1939;133.3;165.1;-9;-9;2;2;3
101;Venezuela;1940;97.65;152.91;-9;-9;2;2;3
101;Venezuela;1941;88.41;220.42;-9;-9;2;2;3
101;Venezuela;1942;64.36;149.29;-9;-9;2;2;3
101;Venezuela;1943;66.15;184.75;-9;-9;2;2;3
101;Venezuela;1944;111.15;258.36;-9;-9;2;2;3
101;Venezuela;1945;179.69;331.67;-9;-9;2;2;3
101;Venezuela;1946;295.6;551;-9;-9;2;2;3
101;Venezuela;1947;558.4;793.5;-9;-9;2;2;3
101;Venezuela;1948;797.5;1042.7;-9;-9;1;1;3
101;Venezuela;1949;732.7;1147.19;-9;-9;1;2;3
101;Venezuela;1950;587.3;1161;-9;-9;1;2;3
101;Venezuela;1951;704.7;1352.3;-9;-9;1;1;3
101;Venezuela;1952;832.5;1460.4;-9;-9;1;1;3
101;Venezuela;1953;900.7;1440;-9;-9;1;1;3
101;Venezuela;1954;995.3;1689.6;-9;-9;1;1;3
101;Venezuela;1955;1073;1862;-9;-9;1;1;3
101;Venezuela;1956;1129.4;2106.3;-9;-9;1;1;3
101;Venezuela;1957;1834.8;2350.7;-9;-9;1;1;3
101;Venezuela;1958;1570.4;1553.7;-9;-9;1;1;3
101;Venezuela;1959;1551.1;2351.7;-9;-9;1;1;3
101;Venezuela;1960;1167.3;2511.8;-9;-9;1;1;3
101;Venezuela;1961;1089.6;2404.2;-9;-9;1;1;3
101;Venezuela;1962;1089.5;2582.1;-9;-9;1;1;3
101;Venezuela;1963;955.1;2607.5;-9;-9;1;1;3
101;Venezuela;1964;1262.5;2721.4;-9;-9;1;1;3
101;Venezuela;1965;1453.1;2759.4;-9;-9;1;1;3
101;Venezuela;1966;1337.1;2693.9;-9;-9;1;1;3
101;Venezuela;1967;1477.1;2837.8;-9;-9;1;1;3
101;Venezuela;1968;1714;2835.7;-9;-9;1;1;3
101;Venezuela;1969;1729.6;2871.4;-9;-9;1;1;3
101;Venezuela;1970;1958;3172;-9;-9;1;1;3
101;Venezuela;1971;2017.1;3090;-9;-9;1;2;3
101;Venezuela;1972;2368.6;3126;-9;-9;1;1;3
101;Venezuela;1973;2773.9;4792;-9;-9;1;1;3
101;Venezuela;1974;4171.7;10998.9;-9;-9;1;1;3
101;Venezuela;1975;5860.1;8732.2;-9;-9;1;1;3
101;Venezuela;1976;7106;9259.9;-9;-9;1;1;3
101;Venezuela;1977;9902.7;9507.2;-9;-9;1;1;3
101;Venezuela;1978;11659.8;9201.7;-9;-9;1;1;3
101;Venezuela;1979;10573.8;14292.8;-9;-9;1;1;3
101;Venezuela;1980;12301.7;19260.8;-9;-9;1;1;3
101;Venezuela;1981;13307.4;20001.9;-9;-9;1;1;3
101;Venezuela;1982;12815;16957;-9;-9;1;1;3
101;Venezuela;1983;6364.6;14755;-9;-9;1;1;3
101;Venezuela;1984;7707.7;16094;-9;-9;1;1;3
101;Venezuela;1985;8034.4;14189;-9;-9;1;1;3
101;Venezuela;1986;8398.5;8412;-9;-9;1;1;3
101;Venezuela;1987;9582;9062.9;-9;-9;1;1;3
101;Venezuela;1988;12623.8;10148.2;-9;-9;1;1;3
101;Venezuela;1989;7569.04;12432.6;-9;-9;1;1;3
101;Venezuela;1990;6682.32;18044.4;-9;-9;1;1;3
101;Venezuela;1991;11046.3;16337.1;-9;-9;1;1;3
101;Venezuela;1992;13575.9;14065.2;-9;-9;1;1;3
101;Venezuela;1993;12398.6;14692.3;-9;-9;1;1;3
101;Venezuela;1994;8089.79;17089.8;-9;-9;1;1;3
101;Venezuela;1995;10793.8;19093;-9;-9;1;1;3
101;Venezuela;1996;10471.9;26599.4;-9;-9;1;1;3
101;Venezuela;1997;14755.1;26320.1;-9;-9;1;1;3
101;Venezuela;1998;16147.7;20191.4;-9;-9;1;1;3
101;Venezuela;1999;13213;20823;-9;-9;1;1;3
101;Venezuela;2000;17245.9;33358.2;-9;-9;1;1;3
101;Venezuela;2001;19733.8;26935.9;-9;-9;1;1;3
101;Venezuela;2002;13380.1;26641.2;-9;-9;1;1;3
101;Venezuela;2003;10690.6;27170.4;-9;-9;1;1;3
101;Venezuela;2004;17324.9;39668.2;-9;-9;1;1;3
101;Venezuela;2005;21853.5;55473;-9;-9;1;1;3
101;Venezuela;2006;30558.7;75219.3;-9;-9;1;1;3
101;Venezuela;2007;41911.3;79184.8;-9;-9;2;2;3
101;Venezuela;2008;45127.5;95137.7;-9;-9;2;2;3
101;Venezuela;2009;37154.7;57594.7;-9;-9;2;2;3
110;Guyana;1966;117.9;109.1;-9;-9;1;1;3
110;Guyana;1967;132.5;112.3;-9;-9;1;1;3
110;Guyana;1968;106.1;108.8;-9;-9;1;1;3
110;Guyana;1969;118.16;120.07;-9;-9;1;1;3
110;Guyana;1970;134.12;133.43;-9;-9;1;1;3
110;Guyana;1971;134.04;149.18;-9;-9;1;1;3
110;Guyana;1972;146;142;-9;-9;1;1;3
110;Guyana;1973;175.75;137.74;-9;-9;1;1;3
110;Guyana;1974;253.24;268.02;-9;-9;1;1;3
110;Guyana;1975;342.37;362.89;-9;-9;1;1;3
110;Guyana;1976;363.68;271.65;-9;-9;1;1;3
110;Guyana;1977;314.02;258.91;-9;-9;1;1;3
110;Guyana;1978;270.63;294.63;-9;-9;1;1;3
110;Guyana;1979;290.08;290.17;-9;-9;1;1;3
110;Guyana;1980;321.08;388.53;-9;-9;1;1;3
110;Guyana;1981;439.64;346.13;-9;-9;1;1;3
110;Guyana;1982;280.15;258.42;-9;-9;1;1;3
110;Guyana;1983;251.73;187.88;-9;-9;1;1;3
110;Guyana;1984;211.99;202.58;-9;-9;1;1;3
110;Guyana;1985;225.44;209.9;-9;-9;1;1;3
110;Guyana;1986;242.49;214.27;-9;-9;1;1;3
110;Guyana;1987;215.46;242.34;-9;-9;1;1;3
110;Guyana;1988;206.24;227.93;-9;-9;1;1;3
110;Guyana;1989;230.79;227.37;-9;-9;1;1;3
110;Guyana;1990;279.17;231.74;-9;-9;1;1;3
110;Guyana;1991;311.93;291.66;-9;-9;1;1;3
110;Guyana;1992;400.01;367.05;-9;-9;1;1;3
110;Guyana;1993;506.83;443.75;-9;-9;1;1;3
110;Guyana;1994;394.59;505.49;-9;-9;1;1;3
110;Guyana;1995;517.29;525.21;-9;-9;1;1;3
110;Guyana;1996;622.25;700.55;-9;-9;1;1;3
110;Guyana;1997;647.82;653.45;-9;-9;1;1;3
110;Guyana;1998;635.35;632.17;-9;-9;1;1;3
110;Guyana;1999;638.38;611.74;-9;-9;1;1;3
110;Guyana;2000;650.97;597.13;-9;-9;1;1;3
110;Guyana;2001;708.76;577.61;-9;-9;1;1;3
110;Guyana;2002;563.09;547.28;-9;-9;1;1;3
110;Guyana;2003;584.29;578.25;-9;-9;1;1;3
110;Guyana;2004;609.65;648.39;-9;-9;1;1;3
110;Guyana;2005;721.34;640.54;-9;-9;1;1;3
110;Guyana;2006;926.6;671.3;-9;-9;1;1;3
110;Guyana;2007;1008.51;828.84;-9;-9;2;2;3
110;Guyana;2008;1338.25;1009.84;-9;-9;2;2;3
110;Guyana;2009;1151.57;958.74;-9;-9;2;2;3
115;Suriname;1975;253.6;277.49;-9;-9;1;1;3
115;Suriname;1976;293.66;274.9;-9;-9;1;1;3
115;Suriname;1977;395.86;309.7;-9;-9;1;1;3
115;Suriname;1978;405.99;368.81;-9;-9;1;1;3
115;Suriname;1979;426.26;398.23;-9;-9;1;1;3
115;Suriname;1980;484.18;447.86;-9;-9;1;1;3
115;Suriname;1981;554.7;449.23;-9;-9;1;1;3
115;Suriname;1982;512.44;402.84;-9;-9;1;1;3
115;Suriname;1983;427.25;344.78;-9;-9;1;1;3
115;Suriname;1984;389.38;356.89;-9;-9;1;1;3
115;Suriname;1985;329.08;328.68;-9;-9;1;1;3
115;Suriname;1986;328.45;335.21;-9;-9;1;1;3
115;Suriname;1987;294.68;306.26;-9;-9;1;1;3
115;Suriname;1988;351.13;409.5;-9;-9;1;1;3
115;Suriname;1989;442.84;531.78;-9;-9;1;1;3
115;Suriname;1990;483.64;455.59;-9;-9;1;1;3
115;Suriname;1991;513.98;361.29;-9;-9;1;1;3
115;Suriname;1992;553.76;390.73;-9;-9;1;1;3
115;Suriname;1993;1031.43;1193.13;-9;-9;1;1;3
115;Suriname;1994;432.5;452.69;-9;-9;1;1;3
115;Suriname;1995;586.17;482.11;-9;-9;1;1;3
115;Suriname;1996;501.56;438.93;-9;-9;1;1;3
115;Suriname;1997;658.14;701.32;-9;-9;1;1;3
115;Suriname;1998;551.63;436.04;-9;-9;1;1;3
115;Suriname;1999;501.48;586.63;-9;-9;1;1;3
115;Suriname;2000;479.63;498.73;-9;-9;1;1;3
115;Suriname;2001;665.75;498.38;-9;-9;1;1;3
115;Suriname;2002;593.9;475.58;-9;-9;1;1;3
115;Suriname;2003;680.14;583.97;-9;-9;1;1;3
115;Suriname;2004;750.93;880.37;-9;-9;1;1;3
115;Suriname;2005;915.74;950.03;-9;-9;1;1;3
115;Suriname;2006;980.02;1196.9;-9;-9;1;1;3
115;Suriname;2007;1223.86;1393.35;-9;-9;2;2;3
115;Suriname;2008;1446.25;1580.56;-9;-9;2;2;3
115;Suriname;2009;1401.16;1343.8;-9;-9;2;2;3
130;Ecuador;1870;3.7;3.8;-9;-9;2;2;3
130;Ecuador;1871;3.77;3.85;-9;-9;2;2;3
130;Ecuador;1872;3.86;3.91;-9;-9;2;2;3
130;Ecuador;1873;3.95;3.95;-9;-9;2;2;3
130;Ecuador;1874;4.03;4;-9;-9;2;2;3
130;Ecuador;1875;4.11;4.05;-9;-9;2;2;3
130;Ecuador;1876;4.19;4.09;-9;-9;2;2;3
130;Ecuador;1877;4.28;4.15;-9;-9;2;2;3
130;Ecuador;1878;4.36;4.19;-9;-9;2;2;3
130;Ecuador;1879;4.46;4.25;-9;-9;2;2;3
130;Ecuador;1880;4.53;4.28;-9;-9;2;2;3
130;Ecuador;1881;4.61;4.34;-9;-9;2;2;3
130;Ecuador;1882;4.71;4.38;-9;-9;2;2;3
130;Ecuador;1883;4.78;4.44;-9;-9;2;2;3
130;Ecuador;1884;7.32;9.63;-9;-9;2;2;3
130;Ecuador;1885;5.44;4.53;-9;-9;2;2;3
130;Ecuador;1886;5.78;4.59;-9;-9;2;2;3
130;Ecuador;1887;6.11;7.07;-9;-9;2;2;3
130;Ecuador;1888;6.44;6.36;-9;-9;2;2;3
130;Ecuador;1889;7.04;5.73;-9;-9;2;2;3
130;Ecuador;1890;7.21;7.02;-9;-9;2;2;3
130;Ecuador;1891;5.17;5.31;-9;-9;2;2;3
130;Ecuador;1892;5.9;8.42;-9;-9;2;2;3
130;Ecuador;1893;8.9;12.14;-9;-9;2;2;3
130;Ecuador;1894;9.69;11.26;-9;-9;2;2;3
130;Ecuador;1895;6.92;9.4;-9;-9;2;2;3
130;Ecuador;1896;14.63;17.88;-9;-9;2;2;3
130;Ecuador;1897;8.7;14.99;-9;-9;2;2;3
130;Ecuador;1898;4.76;6.74;-9;-9;2;2;3
130;Ecuador;1899;4.81;8.19;-9;-9;2;2;3
130;Ecuador;1900;6.48;7.55;-9;-9;2;2;3
130;Ecuador;1901;7.22;7.71;-9;-9;2;2;3
130;Ecuador;1902;6.77;8.7;-9;-9;2;2;3
130;Ecuador;1903;5.31;9.17;-9;-9;2;2;3
130;Ecuador;1904;7.3;11.2;-9;-9;2;2;3
130;Ecuador;1905;7.72;9.11;-9;-9;2;2;3
130;Ecuador;1906;8.37;10.83;-9;-9;2;2;3
130;Ecuador;1907;9.87;11.35;-9;-9;2;2;3
130;Ecuador;1908;10.42;13.39;-9;-9;2;2;3
130;Ecuador;1909;9.32;12.27;-9;-9;2;2;3
130;Ecuador;1910;8.11;16.88;-9;-9;2;2;3
130;Ecuador;1911;9.32;12.76;-9;-9;2;2;3
130;Ecuador;1912;10.49;13.86;-9;-9;2;2;3
130;Ecuador;1913;8.96;16.01;-9;-9;2;2;3
130;Ecuador;1914;8.1;12.6;-9;-9;2;2;3
130;Ecuador;1915;8.37;12.84;-9;-9;2;2;3
130;Ecuador;1916;9.13;17.2;-9;-9;2;2;3
130;Ecuador;1917;9.96;15.97;-9;-9;2;2;3
130;Ecuador;1918;7.94;13.08;-9;-9;2;2;3
130;Ecuador;1919;11.68;21.04;-9;-9;2;2;3
130;Ecuador;1920;19.02;21.82;-9;-9;2;2;3
130;Ecuador;1921;6.55;9.28;-9;-9;2;2;3
130;Ecuador;1922;8.36;11.32;-9;-9;2;2;3
130;Ecuador;1923;8.13;8.35;-9;-9;2;2;3
130;Ecuador;1924;12.5;14.66;-9;-9;2;2;3
130;Ecuador;1925;10.88;14.44;-9;-9;2;2;3
130;Ecuador;1926;10.57;14.4;-9;-9;2;2;3
130;Ecuador;1927;10.44;17.58;-9;-9;2;2;3
130;Ecuador;1928;16.08;19.08;-9;-9;2;2;3
130;Ecuador;1929;16.96;17.2;-9;-9;2;2;3
130;Ecuador;1930;12.79;16.12;-9;-9;2;2;3
130;Ecuador;1931;8.8;11.39;-9;-9;2;2;3
130;Ecuador;1932;5;9.8;-9;-9;2;2;3
130;Ecuador;1933;5.3;7.38;-9;-9;2;2;3
130;Ecuador;1934;7.83;12.05;-9;-9;2;2;3
130;Ecuador;1935;9.7;11.35;-9;-9;2;2;3
130;Ecuador;1936;11.19;13.9;-9;-9;2;2;3
130;Ecuador;1937;11.97;14.92;-9;-9;2;2;3
130;Ecuador;1938;11.06;12.61;-9;-9;2;2;3
130;Ecuador;1939;9.89;8.5;-9;-9;2;2;3
130;Ecuador;1940;10.69;8.6;-9;-9;2;2;3
130;Ecuador;1941;10;11.39;-9;-9;2;2;3
130;Ecuador;1942;13.8;18.5;-9;-9;2;2;3
130;Ecuador;1943;15.39;25.89;-9;-9;2;2;3
130;Ecuador;1944;23.6;31.39;-9;-9;2;2;3
130;Ecuador;1945;23.89;26.89;-9;-9;2;2;3
130;Ecuador;1946;30.7;38;-9;-9;2;2;3
130;Ecuador;1947;44.7;44;-9;-9;2;2;3
130;Ecuador;1948;53.46;46.9;-9;-9;1;1;3
130;Ecuador;1949;49.28;34.1;-9;-9;1;1;3
130;Ecuador;1950;44.33;67.1;-9;-9;1;1;3
130;Ecuador;1951;58.96;55.4;-9;-9;1;1;3
130;Ecuador;1952;62.81;78.8;-9;-9;1;1;3
130;Ecuador;1953;68.31;74.8;-9;-9;1;1;3
130;Ecuador;1954;94.38;100.3;-9;-9;1;1;3
130;Ecuador;1955;98.78;89.8;-9;-9;1;1;3
130;Ecuador;1956;88.33;94.3;-9;-9;1;1;3
130;Ecuador;1957;93.61;98.6;-9;-9;1;1;3
130;Ecuador;1958;99.55;133;-9;-9;1;2;3
130;Ecuador;1959;100.32;140;-9;-9;1;2;3
130;Ecuador;1960;111.1;93.3;-9;-9;1;1;3
130;Ecuador;1961;109.56;96.5;-9;-9;1;1;3
130;Ecuador;1962;103.84;116.8;-9;-9;1;1;3
130;Ecuador;1963;139.37;129.8;-9;-9;1;1;3
130;Ecuador;1964;160.05;129.7;-9;-9;1;1;3
130;Ecuador;1965;165.41;131.97;-9;-9;1;1;3
130;Ecuador;1966;174.12;139.72;-9;-9;1;1;3
130;Ecuador;1967;214.22;158.09;-9;-9;1;1;3
130;Ecuador;1968;255.48;195.19;-9;-9;1;1;3
130;Ecuador;1969;241.97;152.44;-9;-9;1;1;3
130;Ecuador;1970;273.84;210.3;-9;-9;1;1;3
130;Ecuador;1971;341.22;216.77;-9;-9;1;1;3
130;Ecuador;1972;318.72;327.35;-9;-9;1;1;3
130;Ecuador;1973;397.33;532.61;-9;-9;1;1;3
130;Ecuador;1974;678.49;1123.99;-9;-9;1;1;3
